relative_path,split,label,label_id,kind,visual_group,source_group,source_relative_path,source_name,augmentation,source_sha256,sha256,width,height
train/organic/organic_train_aug_001_v9_color_noise.jpg,train,organic,2,generated_augmentation,cucumber,organic/b2585b68-2a94-480d-b8bd-c1a7e3f3e997,organic/b2585b68-2a94-480d-b8bd-c1a7e3f3e997.jpg,b2585b68-2a94-480d-b8bd-c1a7e3f3e997,v9_color_noise,2b82ef08b61cbf1f6803cd57c243609fddaf4e4d6e4ab1f4ef05545e17cf82bd,4b4f1657bbf65a43ed00479b723c78d09a0a2280c79b3ebaea15d2b03bbbfd32,320,240
train/organic/organic_train_aug_002_rotate_zoom.jpg,train,organic,2,generated_augmentation,cucumber,organic/6fe2210f-9266-462c-84d7-1810e02d795e,organic/6fe2210f-9266-462c-84d7-1810e02d795e.jpg,6fe2210f-9266-462c-84d7-1810e02d795e,rotate_zoom,5184984424f4bbd57780a16b90b296a51d7b6e0780359c2b80102139dfeec322,91e5bae2b5173615deb8b35049f34adf86dc03fb4d23597f1c83b09288bf5c66,320,240
train/organic/organic_train_aug_003_low_light_blur.jpg,train,organic,2,generated_augmentation,cucumber,organic/2ce2ee73-d1b7-4e56-87c3-d2bcbad90c45,organic/2ce2ee73-d1b7-4e56-87c3-d2bcbad90c45.jpg,2ce2ee73-d1b7-4e56-87c3-d2bcbad90c45,low_light_blur,b2b03d9a9fe6c13fe7bb0ccd73e2a560b019019d8cc8a98b259f17ae55ab3269,e447295018254ab49794072366f5fb336f922bc914ef29f8c0e627692e0c86f2,320,240
train/organic/organic_train_aug_004_bright_warm.jpg,train,organic,2,generated_augmentation,small_fruit,organic/6da78c88-e719-4ce5-8884-af59627a06e5,organic/6da78c88-e719-4ce5-8884-af59627a06e5.jpg,6da78c88-e719-4ce5-8884-af59627a06e5,bright_warm,33c0326cb1824fa5350c14ace2c4f14225708442fbb5091abffa5a377a1415a0,e0c2efe688f4aefdc1a3f0ca41d08c438e508859ab4d363c299085f0ef5a0fee,320,240
train/organic/organic_train_aug_005_cool_cast.jpg,train,organic,2,generated_augmentation,lime,organic/e7e5cb6d-bffd-4214-aa21-da05d6741d00,organic/e7e5cb6d-bffd-4214-aa21-da05d6741d00.jpg,e7e5cb6d-bffd-4214-aa21-da05d6741d00,cool_cast,5b5e695af58d17117607bacd2949f46c7d3e348f59e9303597cce6e2dc574644,4bc9141977d4b4d3e71cfe99358b2c99f9ca0cba7c5ca98076fb3c222ff71858,320,240
train/organic/organic_train_aug_006_sensor_noise.jpg,train,organic,2,generated_augmentation,chili,organic/5b19b28c-d021-45ad-80a7-1609642dc69b,organic/5b19b28c-d021-45ad-80a7-1609642dc69b.jpg,5b19b28c-d021-45ad-80a7-1609642dc69b,sensor_noise,9e793bf0bdcfc4609a8b00a5458f0c1be2f4180f860e320aa6cf111fafca45e4,712c1cc47d263548ee160b531bdc7a11ccfc793ded6ba99a75035b2c58ad0925,320,240
train/organic/organic_train_aug_007_soft_focus_scale.jpg,train,organic,2,generated_augmentation,cucumber,organic/38901fe7-33a3-46e1-acd9-1e3113e395f0,organic/38901fe7-33a3-46e1-acd9-1e3113e395f0.jpg,38901fe7-33a3-46e1-acd9-1e3113e395f0,soft_focus_scale,621ade6e55376fd27261f110bfa2cc2b57b6f42299224c339816c42a73326fa9,229353b7d7c257178ec2419da801590e43f6b2fbd519abf27aeef963d36e93fe,320,240
train/organic/organic_train_aug_008_v9_color_noise.jpg,train,organic,2,generated_augmentation,chili,organic/afa1a907-bc43-4caf-8b03-16f253ade7f5,organic/afa1a907-bc43-4caf-8b03-16f253ade7f5.jpg,afa1a907-bc43-4caf-8b03-16f253ade7f5,v9_color_noise,934504c4a65a6feb19151ad21a64fb9d91887da9697cb0468c3608a55900e1ff,b2e86e31166b947907c21238e2c6317d3b68d889840cf6e74ae65815fa9b025f,320,240
train/organic/organic_train_aug_009_rotate_zoom.jpg,train,organic,2,generated_augmentation,lime,organic/c364827b-3a38-46d8-961b-fbe6e2b5ea59,organic/c364827b-3a38-46d8-961b-fbe6e2b5ea59.jpg,c364827b-3a38-46d8-961b-fbe6e2b5ea59,rotate_zoom,8bb604bcee753ddfc857661349d3dd5bb72e4fa3677d9290abeb42e22025054b,b2fdd7cb20f5b3945ad7a94b9b438c2c6a44b7eb05f8b7734af8eb85e4b68986,320,240
train/organic/organic_train_aug_010_low_light_blur.jpg,train,organic,2,generated_augmentation,cucumber,organic/c8b51d2b-e3d3-449b-a924-6ffb71cea846,organic/c8b51d2b-e3d3-449b-a924-6ffb71cea846.jpg,c8b51d2b-e3d3-449b-a924-6ffb71cea846,low_light_blur,12a4845386f0d6ecc304c496fa8de91bee864e3ae04df68b79f31cd6f1cff9a0,d6cdfffb5a3355101a191bd0ca37b7688822fe4a2af77ed00cb459284476b681,320,240
train/organic/organic_train_aug_011_bright_warm.jpg,train,organic,2,generated_augmentation,lime,organic/d1e769cc-f9bc-4644-8af5-829dff6f9729,organic/d1e769cc-f9bc-4644-8af5-829dff6f9729.jpg,d1e769cc-f9bc-4644-8af5-829dff6f9729,bright_warm,cf9da5f62433c74a216834366e01747cc414c84c3941373cef62fcd910310aba,74b25b9fef4e9ce8cd918ae4b6a86bbbae036558074f44f00d9c30e43776d25b,320,240
train/organic/organic_train_aug_012_cool_cast.jpg,train,organic,2,generated_augmentation,cucumber,organic/1bbe3524-aed4-4163-b2d9-8368fc54429f,organic/1bbe3524-aed4-4163-b2d9-8368fc54429f.jpg,1bbe3524-aed4-4163-b2d9-8368fc54429f,cool_cast,1cd209997e4e4859676cfe8623ef1dd6d96dbb27e630e462fe1956aa57d9befe,c5d730d151d18784a18d808f43865f83568ebe775e4a1cb436a4421260c81d90,320,240
train/organic/organic_train_aug_013_sensor_noise.jpg,train,organic,2,generated_augmentation,lime,organic/de5ac588-8dc7-42f3-92df-ba5203d84191,organic/de5ac588-8dc7-42f3-92df-ba5203d84191.jpg,de5ac588-8dc7-42f3-92df-ba5203d84191,sensor_noise,9b4af0592163fbc74425f01492ad188d540b0d2d58c25dd754287f9c0571390d,6e918709efbbb82ce28045733e9b781bd3e292a0c1c5017275220a20f13bc6a3,320,240
train/organic/organic_train_aug_014_soft_focus_scale.jpg,train,organic,2,generated_augmentation,lime,organic/9cb80350-e1f8-4d23-ba06-c67746404c9c,organic/9cb80350-e1f8-4d23-ba06-c67746404c9c.jpg,9cb80350-e1f8-4d23-ba06-c67746404c9c,soft_focus_scale,caea67389d7c21010494cada20405d12fa7356e2e1bd4df64c339a3d31eed81d,e729431b435cd6611b8ae39d8056ea8a23bc223d9ec54bdae312c1935d078ccc,320,240
