relative_path,split,label,label_id,kind,source_relative_path,source_name,source_group,visual_group,augmentation,online_augment,sha256,source_sha256,width,height,origin_dataset
train/paper/augv9_paper_train_aug_001_v9_color_noise.jpg,train,paper,0,generated_augmentation,paper/fcb840f7-bd50-486f-b397-703b44bb5441.jpg,fcb840f7-bd50-486f-b397-703b44bb5441,augmented_v9/paper/fcb840f7-bd50-486f-b397-703b44bb5441,paper_crumpled_or_sheet,v9_color_noise,False,7be33b56a16739d65e45b4b2ade42de95bb12124aaae3f52c5f9943356a0dc9f,5503a363fe91cc3081fe747cc03b3aee4cfb963ba160c2d3b5957008bcf9bc20,320,240,augmented_v9
train/paper/augv9_paper_train_aug_002_rotate_zoom.jpg,train,paper,0,generated_augmentation,paper/b02c7af6-3c13-4a11-84db-a3bd2761ce08.jpg,b02c7af6-3c13-4a11-84db-a3bd2761ce08,augmented_v9/paper/b02c7af6-3c13-4a11-84db-a3bd2761ce08,paper_cardboard_or_box,rotate_zoom,False,09200f0a214ed0fcbd6eddbeffc38dc3333908275a27781785fcd6792163eb25,68d6615d627a2f41de1fa8f87e7c510dab7d798cd04dc007474d3ee254145cda,320,240,augmented_v9
train/paper/augv9_paper_train_aug_003_low_light_blur.jpg,train,paper,0,generated_augmentation,paper/84deb629-fad4-4945-abe6-cac9dcf726cc.jpg,84deb629-fad4-4945-abe6-cac9dcf726cc,augmented_v9/paper/84deb629-fad4-4945-abe6-cac9dcf726cc,paper_cardboard_or_box,low_light_blur,False,c5a1a7d3e37f8e861be2571d79d681ac0d05081618651b314b16e7a9f75528d3,962725e09652614943d3ef976886e4823934a0a7b4d3e8ce232ea0cd5b0a34cf,320,240,augmented_v9
train/paper/augv9_paper_train_aug_004_bright_warm.jpg,train,paper,0,generated_augmentation,paper/f2513e44-5d15-42bb-aae5-5e19d866d0e5.jpg,f2513e44-5d15-42bb-aae5-5e19d866d0e5,augmented_v9/paper/f2513e44-5d15-42bb-aae5-5e19d866d0e5,paper_crumpled_or_sheet,bright_warm,False,0efb9b534159beef7c197d58a6b44260da3ec10aa06ce0d357173d30d2cfc68f,ba1bf55b92646f80f2bab16b9a1d1a813872f1a18fd0216f20342f2507a319cf,320,240,augmented_v9
train/paper/augv9_paper_train_aug_005_cool_cast.jpg,train,paper,0,generated_augmentation,paper/b4fe11ce-1020-4f3c-a792-3853c122c0b8.jpg,b4fe11ce-1020-4f3c-a792-3853c122c0b8,augmented_v9/paper/b4fe11ce-1020-4f3c-a792-3853c122c0b8,paper_cardboard_or_box,cool_cast,False,c36c9316dbac9467621870e665e7945769a760d1065c2bcfc077bc74a3698ec9,7e9e46643dbf0a6c03b37a2557835bbe6b5d70877a2ef867d79668ff6e3b153d,320,240,augmented_v9
train/paper/augv9_paper_train_aug_006_sensor_noise.jpg,train,paper,0,generated_augmentation,paper/e430b787-a041-4620-be64-a0acccccd227.jpg,e430b787-a041-4620-be64-a0acccccd227,augmented_v9/paper/e430b787-a041-4620-be64-a0acccccd227,paper_cardboard_or_box,sensor_noise,False,629181b9db56076aa4e61e0dd740d5d758b076f44f9927364ccea913405c09a2,44ff176590cec772e7e0346b2d24f05b15c02a5f5aa3ff032f8954b380e48326,320,240,augmented_v9
train/paper/augv9_paper_train_aug_007_soft_focus_scale.jpg,train,paper,0,generated_augmentation,paper/c07ec094-d5b7-478c-9164-b04fe0897de0.jpg,c07ec094-d5b7-478c-9164-b04fe0897de0,augmented_v9/paper/c07ec094-d5b7-478c-9164-b04fe0897de0,paper_crumpled_or_sheet,soft_focus_scale,False,3042fefd6b4699bb79a5f17174f4626d0b90940e897768b54ded5f22a8aa136f,c51758f3ded8cefe89ce87a6c0da6ffb93ec5f694394ed9d4d0956a4a7a11073,320,240,augmented_v9
train/paper/augv9_paper_train_aug_008_v9_color_noise.jpg,train,paper,0,generated_augmentation,paper/b2d6358d-5b99-4e7e-be98-5a3f92c8310d.jpg,b2d6358d-5b99-4e7e-be98-5a3f92c8310d,augmented_v9/paper/b2d6358d-5b99-4e7e-be98-5a3f92c8310d,paper_crumpled_or_sheet,v9_color_noise,False,12147f78b38789021973ac860b82ad163d29b0df92f1d09e9357ccb8b3bbdf7d,1b3eca66eed90ee6764934c6d84fda1cfde0f11bd9756510dc44c08f595303da,320,240,augmented_v9
train/paper/augv9_paper_train_aug_009_rotate_zoom.jpg,train,paper,0,generated_augmentation,paper/baa362a3-05f3-4d6c-a1d3-6aac7e049b1f.jpg,baa362a3-05f3-4d6c-a1d3-6aac7e049b1f,augmented_v9/paper/baa362a3-05f3-4d6c-a1d3-6aac7e049b1f,paper_crumpled_or_sheet,rotate_zoom,False,764d4e9a807b83c34ee2dcb415e2abc6e1eefea6e00b3fbde813f272d648e7d9,356913cad7415a1560312ba93617e14af82f41ae4f5699320d706d67aad6c358,320,240,augmented_v9
train/paper/augv9_paper_train_aug_010_low_light_blur.jpg,train,paper,0,generated_augmentation,paper/e49dbf71-1c4c-4432-8f77-620e2b66e873.jpg,e49dbf71-1c4c-4432-8f77-620e2b66e873,augmented_v9/paper/e49dbf71-1c4c-4432-8f77-620e2b66e873,paper_crumpled_or_sheet,low_light_blur,False,84a2c28277e69c319b23a01eeb43f880d94f2959b1f1260d45719943092f619a,c0d770c6129f05a747adee2c4f40da09d9e04bb1b8a659f33c9ebe494b510eb1,320,240,augmented_v9
